BF_Name,BF_Acreage,x2,y2
Fairway One Stop #13 II (RFR),.40,1873359.61098063,850612.354084894
Perfecting Services Div IV,4.24,1458922.33716655,552940.283091649
Diesel Power Injection,6.1,1435082.21949255,491874.220840812
Iron Horse Property,72.94,1880927.8445318,497511.600642145
Barclounger Furniture Mfg Plant,146.41,2240934.41618389,453137.706778556
Copes-Vulcan Facility,19,1443278.62895273,540763.618468642
Tire Masters Automotive,.95,1451935.06800464,675044.559551895
SHowroom Property,1.86,1702017.72105356,803057.726097226
Acme McCrary Mill,2.54,1757924.92846464,713258.640931979
G and M Hauling and Grading,8.68,1447278.3832552,600078.612084643
Klumac Road III,15.12,1558390.89938389,691100.705589145
Edgecombe Genco Plant,84.67,2369061.34103189,834922.587892309
Virginia Mills II,21.31,1892289.15350205,827551.0616249
South Street Condos Combined,1.18,2104272.84469131,736082.239313558
Hitachi Metals,84.29,1538499.31613563,667587.316920474
Barton Contracting,4.58,1438045.84217422,518020.014021561
Cogentrix Lumberton II,13.03,2001033.04001647,305768.804994643
Domestic Laundry III,3.8,1450164.5918868,537980.667997807
Domestic Laundry IV,4.54,1449451.5913443,538628.767423391
Fieldcrest Balnket II Parcel B,10.42,1777398.82914931,1004751.15112165
Academy Steel Drum,19.74,1492706.15083238,495893.958208144
R.C. Bottling Co. ,2.36,944067.191353977,687681.7586869
Crestdale Road,4.8,1488061.17980738,500962.381470233
Garner Road II,4.7,2109042.25936505,732396.475359648
Leonard Oil Co II,1.10,1636359.33596639,846993.798657984
Pactiv Evergreen Mill,328.9,857100.888580889,672204.93432565
Koppers Co - Morrisville,37.369,2047552.87184538,763393.110544726
"Chematron, Inc",7.04,1433859.16288355,558953.360960484
Seaboard Air Line Railyard,12.761,1538580.87043446,452716.101978734
Welch's Sunoco,0.24,1455032.91537017,533946.073514415
Textile Piece Dyeing II,22.07,1331733.94643735,638568.627917842
Paziuk Warehouse,9.46,2320819.76150823,156129.76694559
J&J Automotive,1.05,2096505.02730857,742497.354402459
Cargill Raleigh,17.4,2107225.2950914,732159.473095267
Gaither Transou,5.28,1727850.97620894,836415.631343043
Fortress Wood Products II,18.71,1733599.89898521,825005.100378777
Talbert TL Iron and Steel,2.17,1448347.12933726,542013.218824449
CSX Bulk Storage,3.28,2317452.09453348,182691.23453977
Billy's Auto and Truck Repair,2.15,1701639.10523344,802329.443314212
Kidde Fenwal,32.53,2137387.79416948,791353.748314328
J.H. Wearn Lumber,1.92,1444392.26742932,540356.379050369
Speizman Property,2.6,1467447.30259411,528977.589040566
Fieldcrest Blanket Mill - Parcel A,5.18,1776859.78260451,1004060.49434232
McLaurin,1.89,1867850.67416389,721533.183437973
Hardees-Westover Terrace,.99,1758943.85206344,853534.921223115
Travis Knits II,16.77,1284130.75592458,598000.834994101
1220 N Main (Apex Industrial),9.86,2049340.78114529,698295.101200588
Haywood Coal & Taxi II,047,937679.652947977,685285.926536307
Component Drive and Peedin Road,13.17,2205083.29865318,642910.005599582
Charlote Aircraft III,5.8,1484944.88351283,536488.870331641
Woods Ball Ground,12.32,1365597.68393583,561256.721688847
Mr. Tire Auto Service,1.76,2478118.39779948,668149.480981533
Talley Laundry Machine II,14.6,1741427.20275476,836803.867748418
Aurora Cotton Mill,2.69,1873069.96559852,850749.042341598
Atherton Business Park,1.03,1444615.19708443,536272.219746417
Asheville Truck Service,.74,943852.718686941,687780.33595649
Southern Paint and Waterproofing,26.16,1774355.40127519,828505.94619966
Admiration Hosiery II,5.56,1437483.20398348,528530.017947304
Trailside NoDa Phase II,7.28,1461954.16607663,551266.64667514
MGP Kinston,68.98,2422209.17517059,550750.056717135
Cranston Print Works,30.11,956651.607302217,625144.108088365
The Depot,2.37,2105325.86930087,737277.451248311
Domestic Laundry V,1.66,1449699.73553306,537916.669766232
Domestic Laundry VI,2.06,1449796.17416992,537651.015487153
American Color & Chemical,14.03,1412939.38723823,509670.706557349
Carolina Hosiery Mills,7.22,1868340.5489003,856901.977440293
IRC II,16.63,1212946.81544392,901248.190503691
T&S Hardwoods Inc,42.04,758218.852531218,627457.430180657
Sledge Road,35,2316273.14455994,217504.411937531
Woodward Apartment,3.12,1453553.04387624,550639.704984606
Universal Industrial Park,39.32,1714492.19067265,808391.589090443
Madison Manufacturing Company,81.15,866996.426686435,799490.953039251
Greensboro News & Record,10.18,1767110.66704261,845803.80043697
Joint & Clutch Service,2.48,1454775.39635223,549486.045876501
Robinwood Property II,26.66,1506453.74189522,549906.039506188
4500 Old Holly Springs,17.36,2043082.35572466,696582.289408229
Linden Center,4.05,1634509.93025701,857374.515466637
Customade Chemical,3.3,1415519.77862129,522609.213558444
Pillowtex Fly Ash Handling,71.03,1512198.95824056,645337.110250371
American Circuits,1.37,1454573.84640642,549759.138681776
True Textiles CCB Area,16.79,1455880.34226631,912724.858140483
Cone Mills II,24,1433673.81843796,491119.836522818
Bench Built Transmissions,.83,1520571.50258189,636394.202469558
Jones Chemical II,4.63,1445046.64050855,543597.033077389
Smoot Tannery,3.01,1369522.58289555,884091.581089556
Forest Hills Heights,14.9,2028022.83719753,814882.066530781
McDowell Street,1.29,1449304.51470341,538277.413184951
FAS Controls,42.66,1250281.3745596,576815.781846904
Days Inn & Motel 6 II,12.6,2015622.56323568,826647.09516993
Carnegie Boulevard Site,3.88,1453569.1502314,516037.24233988
Kearney Road,20.3,2135696.87760793,813623.099114782
Northeast Chemical Company,44.16,2316142.77528131,192173.710662976
Athey Products,34.71,2140562.55792594,801261.006496199
Mitchell's Dry Cleaner,17.13,1440214.51644658,529254.607259029
Grantham Development II,2.77,2036439.00882137,811708.861024669
Kapke Enterprises,14.55,2198244.79754089,764915.058934019
Riverview Station,5.59,939469.479163878,683929.226576907
Grocery Boy Jr,2,2061871.58882132,741066.523054615
Praxair Surface Technologies,6.65,1455608.01644502,583064.838681649
Royal Pontiac,9.43,2115652.1903265,751177.814337103
Harris Teeter Warehouse,19.74,2114246.43835488,750063.599618545
Richbourg Motor,1.61,943530.657796585,689337.52088444
Asplundh Tree Service,2.28,1436906.74534805,528488.156248782
Avondale Mills II,4.61,1019327.79870647,803848.269135565
Arnold Palmer Cadillac,1.9,1449432.0622215,540015.493990872
McLean Dr Assemblage,12.6,2116241.5211634,761971.893199282
Main and Cranford Assembly,4.82,1434248.01909931,491946.610940768
Johnsons Garage II,1.82,1983321.69005339,790347.550052228
United Air Filter II,13.84,1444345.99153493,542353.358362437
CF Nitrogen,1105.79,2625793.44386315,961020.795330943
Charlotte Plaster,2.45,1445378.88363151,537962.880552485
Johnston YMCA,2.65,1460501.89177928,549721.891894659
Southern Wipers III,2.64,1457870.06386481,547476.594932276
Village Inn,8.74,2104952.60899019,726696.86720997
Tower Marketplace,21.71,2123865.27040734,745387.535085379
Tucker Materials,2.97,948181.370384889,679221.427736958
Farrington Rd. Assemblage,15.43,2003399.37319726,790481.034065158
Sign System,5.26,978392.441048058,688666.073804378
Ridgeview Hosiery Mill,6.02,1341586.65213091,711187.505537799
Charlotte Pipe,4.14,1443522.36695359,541626.808534326
Carolina Technical Plastics,17.11,2550158.06997135,509777.210228967
UPS High Point,4.17,1702177.49987622,789647.776906983
Fieldcrest Mills,273.6,1584704.27119501,717793.142082778
Charlotte War Assets III,3.76,1439597.35073315,545723.470417897
Edgecombe Genco Plant II,84.39,2369124.93280158,834979.72043532
O'Neal's Exxon,20.92,2111218.11518857,722547.479958556
Northern Hydraulics,6.63,1439458.4112114,529678.513039243
The Pantry 827,0.56,2482280.24821504,674029.044244961
Pinnacle Furniture Company,2.89,1341437.76172647,710338.479805801
Pressley Park,9.16,1434340.07160187,528184.461419177
Twin carports,15.59,1571292.7172656,960744.803068539
Analog Devices,14.15,1714156.8876862,852314.642624738
Raleigh News Agency,.93,2105401.60006541,738323.350500435
McCarthy Tire Service,2.63,1458759.15338481,552419.214196433
Hunter Wrecker III,3.08,1454697.07725435,544426.005932957
Charlotte Block,10.35,1435205.96865184,559956.082515652
Gibbs Electroplating,0.426,1458158.78373982,547380.367399837
Domestic Laundry V 2,1.34,1449549.79996195,537983.081578067
Avondale Mills III,14.03,1018987.515613,804372.595869736
Thorneburg Hosiery,29.13,1428666.44588038,744689.979079902
Clark Equipment II,5.28,948845.775013608,649164.095278547
John Boyle Company,16.79,1452693.68302877,738917.864024031
Alvac Plastic Co,1.21,1442095.93463112,549294.451099208
Flint Mill,6.92,1357858.70327451,562421.586970227
Oriole Mill,4.13,968318.375276787,592523.51535117
Horne Street Assemblage,1.74,2098829.64240602,742251.078616083
Hercules Steel,202.87,2024669.48720071,494129.028402259
Auto Top Manufacturing II,3.14,1445126.84767095,538798.437096753
Queen City Cars,1.18,1455224.22342424,553039.294829954
HP Fabrics II,22.01,1608786.95015715,838779.497419807
